Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,avg_total_score
125,female,group B,high school,standard,none,single,never,yes,2.0,school_bus,> 10,86,94,85,88.0
128,male,group D,master's degree,standard,none,single,never,yes,2.0,private,< 5,77,81,72,77.0
130,male,group D,master's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,87,84,82,84.0
134,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,private,> 10,76,80,76,77.0
136,male,group B,some high school,standard,completed,divorced,sometimes,yes,1.0,private,5 - 10,51,54,41,49.0
137,male,group E,high school,standard,none,divorced,sometimes,yes,0.0,school_bus,< 5,67,54,54,58.0
139,male,group D,some college,standard,completed,married,sometimes,yes,0.0,private,> 10,73,61,70,68.0
140,female,group D,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,76,72,71,73.0
141,female,group C,some college,free/reduced,none,married,regularly,no,2.0,private,5 - 10,60,62,65,62.0
143,male,group A,high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,57,43,47,49.0
144,male,group D,some college,standard,none,divorced,sometimes,yes,3.0,private,> 10,90,74,79,81.0
148,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,1.0,private,< 5,65,73,79,72.0
150,male,group A,some high school,standard,completed,married,sometimes,no,2.0,private,5 - 10,62,67,69,66.0
152,female,group B,associate's degree,standard,completed,single,sometimes,yes,2.0,school_bus,< 5,57,68,64,63.0
155,female,group C,some college,standard,completed,married,regularly,yes,3.0,school_bus,< 5,69,88,88,82.0
156,female,group E,high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,67,75,79,74.0
159,male,group D,associate's degree,free/reduced,none,married,regularly,no,3.0,school_bus,> 10,70,63,66,66.0
160,male,group B,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,5 - 10,82,78,74,78.0
161,female,group E,some college,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,75,88,85,83.0
162,male,group B,master's degree,free/reduced,none,single,never,no,2.0,school_bus,5 - 10,48,53,52,51.0
163,male,group C,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,52,53,49,51.0
164,female,group E,master's degree,standard,none,married,never,yes,3.0,private,< 5,76,89,86,84.0
166,male,group C,high school,free/reduced,completed,single,sometimes,yes,5.0,private,5 - 10,53,51,51,52.0
167,female,group B,master's degree,free/reduced,completed,married,regularly,no,1.0,private,> 10,62,79,83,75.0
168,female,group B,high school,standard,completed,married,regularly,yes,2.0,private,5 - 10,70,84,79,78.0
170,male,group A,high school,standard,completed,divorced,regularly,yes,5.0,school_bus,> 10,76,75,77,76.0
171,male,group E,some high school,standard,none,married,sometimes,no,3.0,school_bus,< 5,91,86,76,84.0
172,female,group D,some college,standard,none,single,never,yes,3.0,school_bus,5 - 10,76,84,78,79.0
173,female,group C,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,63,67,70,67.0
174,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,41,50,52,48.0
175,female,group C,master's degree,standard,completed,divorced,sometimes,yes,1.0,school_bus,5 - 10,81,92,89,87.0
176,female,group B,high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,44,53,56,51.0
178,female,group B,master's degree,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,54,72,65,64.0
180,male,group C,master's degree,free/reduced,completed,single,sometimes,yes,2.0,private,< 5,60,68,75,68.0
181,female,group C,some college,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,46,64,66,59.0
185,male,group C,associate's degree,free/reduced,completed,married,never,yes,5.0,private,< 5,61,65,62,63.0
186,male,group E,high school,standard,none,married,never,yes,1.0,school_bus,< 5,75,73,62,70.0
187,male,group D,some high school,standard,completed,married,sometimes,no,4.0,private,5 - 10,62,66,68,65.0
188,male,group B,some high school,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,47,51,45,48.0
189,female,group C,bachelor's degree,standard,none,single,sometimes,yes,1.0,school_bus,< 5,74,86,85,82.0
190,female,group E,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,66,65,69,67.0
191,male,group D,some college,standard,completed,married,sometimes,no,2.0,school_bus,< 5,73,81,77,77.0
195,male,group D,associate's degree,standard,none,married,regularly,no,4.0,school_bus,< 5,60,54,52,55.0
200,female,group C,associate's degree,standard,completed,single,regularly,no,1.0,private,< 5,66,83,86,78.0
201,female,group D,some college,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,63,79,75,72.0
202,male,group C,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,69,77,69,72.0
206,male,group E,bachelor's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,84,62,63,70.0
207,male,group E,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,83,81,77,80.0
208,female,group B,some college,free/reduced,none,married,regularly,yes,1.0,private,< 5,73,80,76,76.0
210,male,group D,some high school,free/reduced,completed,widowed,sometimes,yes,3.0,school_bus,< 5,77,77,77,77.0
212,female,group C,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,42,62,60,55.0
213,male,group C,associate's degree,free/reduced,completed,single,regularly,no,1.0,school_bus,5 - 10,61,51,57,56.0
216,female,group E,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,80,84,86,83.0
218,male,group B,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,64,75,68,69.0
220,female,group D,high school,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,57,69,75,67.0
221,male,group B,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,> 10,89,86,74,83.0
223,male,group D,some high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,88,81,76,82.0
226,female,group C,some college,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,72,72,71,72.0
227,male,group D,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,58,50,55,54.0
232,female,group B,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,67,86,83,79.0
233,male,group E,some high school,standard,none,divorced,sometimes,yes,3.0,school_bus,> 10,94,88,79,87.0
234,male,group C,bachelor's degree,standard,completed,married,sometimes,no,3.0,school_bus,> 10,85,83,85,84.0
235,male,group D,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,84,77,80,80.0
236,male,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,2.0,school_bus,< 5,62,65,67,65.0
238,male,group B,some college,standard,none,married,regularly,yes,2.0,private,> 10,57,53,53,54.0
241,female,group E,bachelor's degree,standard,none,single,regularly,no,4.0,private,5 - 10,82,84,85,84.0
244,male,group D,some high school,standard,none,divorced,regularly,yes,1.0,school_bus,< 5,74,73,69,72.0
245,male,group C,associate's degree,standard,none,married,sometimes,no,3.0,private,< 5,82,74,69,75.0
247,female,group B,high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,58,70,68,65.0
248,female,group B,high school,standard,none,married,sometimes,yes,2.0,private,< 5,63,63,60,62.0
250,male,group A,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,47,49,49,48.0
252,female,group B,some high school,standard,completed,single,sometimes,yes,3.0,private,5 - 10,60,70,70,67.0
254,male,group D,high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,54,52,52,53.0
255,female,group E,some college,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,62,73,70,68.0
256,female,group C,associate's degree,free/reduced,none,single,sometimes,no,5.0,private,< 5,62,71,66,66.0
260,female,group C,some high school,free/reduced,completed,married,sometimes,yes,1.0,private,> 10,65,80,78,74.0
261,male,group C,some college,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,79,79,78,79.0
262,female,group C,some high school,free/reduced,none,married,regularly,no,2.0,private,5 - 10,45,50,52,49.0
264,male,group D,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,76,73,68,72.0
265,male,group D,some high school,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,57,41,40,46.0
267,female,group D,high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,71,73,78,74.0
270,male,group C,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,69,63,61,64.0
272,female,group D,associate's degree,free/reduced,none,single,regularly,yes,2.0,private,5 - 10,48,53,59,53.0
273,female,group D,some college,standard,none,married,sometimes,no,2.0,private,5 - 10,65,70,71,69.0
275,male,group C,bachelor's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,83,78,73,78.0
276,female,group C,some high school,standard,completed,married,sometimes,yes,3.0,private,< 5,82,90,91,88.0
278,female,group C,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,65,86,80,77.0
279,male,group B,bachelor's degree,free/reduced,none,widowed,sometimes,no,2.0,school_bus,5 - 10,73,56,57,62.0
282,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,3.0,school_bus,5 - 10,75,80,86,80.0
285,male,group B,associate's degree,standard,completed,married,never,yes,3.0,school_bus,5 - 10,78,80,79,79.0
286,male,group E,associate's degree,standard,completed,married,regularly,yes,0.0,private,5 - 10,99,83,90,91.0
287,female,group B,some high school,standard,none,married,sometimes,no,1.0,school_bus,< 5,64,87,80,77.0
290,male,group C,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,76,70,68,71.0
291,male,group D,some high school,standard,none,married,sometimes,yes,2.0,private,< 5,83,71,68,74.0
292,male,group C,some high school,standard,completed,married,never,yes,1.0,private,5 - 10,61,59,55,58.0
294,male,group D,high school,free/reduced,completed,single,regularly,yes,3.0,school_bus,5 - 10,80,78,82,80.0
295,male,group B,associate's degree,free/reduced,none,married,never,yes,1.0,school_bus,> 10,66,61,59,62.0
300,male,group A,some college,free/reduced,completed,married,never,yes,2.0,private,< 5,76,75,77,76.0
302,female,group C,associate's degree,standard,completed,single,never,yes,5.0,school_bus,> 10,66,83,80,76.0
303,male,group B,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,82,77,65,75.0
304,female,group C,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,76,76,85,79.0
306,male,group E,some college,standard,completed,divorced,regularly,yes,5.0,private,5 - 10,100,88,83,90.0
308,female,group B,associate's degree,free/reduced,none,married,regularly,no,3.0,private,> 10,56,73,70,66.0
310,female,group B,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,73,76,80,76.0
311,male,group B,bachelor's degree,standard,none,married,never,yes,3.0,school_bus,< 5,62,58,54,58.0
313,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,> 10,70,68,70,69.0
315,male,group C,high school,standard,none,married,regularly,no,3.0,private,5 - 10,73,66,66,68.0
316,female,group D,master's degree,standard,completed,widowed,never,yes,3.0,private,5 - 10,74,80,88,81.0
317,male,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,83,72,78,78.0
319,female,group D,associate's degree,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,55,64,63,61.0
321,female,group E,high school,standard,none,married,never,no,3.0,private,> 10,74,85,78,79.0
322,female,group C,some college,standard,none,married,regularly,yes,2.0,private,< 5,70,80,80,77.0
323,female,group C,some high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,40,52,51,48.0
325,female,group C,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,82,90,94,89.0
326,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,61,62,61.0
328,male,group C,associate's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,82,75,77,78.0
329,female,group B,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,39,54,49,47.0
332,male,group E,associate's degree,standard,completed,married,never,no,3.0,school_bus,> 10,61,55,52,56.0
333,male,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,90,78,81,83.0
339,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,35,55,60,50.0
340,male,group C,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,61,62,54,59.0
343,male,group D,associate's degree,standard,completed,single,sometimes,yes,3.0,private,< 5,64,70,65,66.0
345,female,group C,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,72,80,75,76.0
349,male,group E,associate's degree,standard,none,divorced,regularly,yes,2.0,private,> 10,92,76,79,82.0
350,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,52,65,69,62.0
352,female,group C,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,61,76,78,72.0
353,female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,45,57,57,53.0
355,female,group B,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,> 10,64,74,73,70.0
357,female,group C,some college,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,40,65,67,57.0
359,female,group D,some college,standard,none,divorced,sometimes,no,1.0,private,< 5,77,88,87,84.0
360,female,group B,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,56,61,57,58.0
361,male,group B,some high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,87,85,79,84.0
362,female,group C,some college,standard,none,single,regularly,no,2.0,private,5 - 10,53,58,59,57.0
364,male,group C,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,60,59,60.0
365,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10,51,59,62,57.0
368,female,group A,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,44,64,58,55.0
369,female,group D,some high school,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,71,83,84,79.0
370,male,group E,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,86,78,72,79.0
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4.0,school_bus,5 - 10,45,73,70,63.0
372,male,group D,some high school,standard,none,single,sometimes,yes,0.0,private,> 10,76,75,73,75.0
376,female,group D,some high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,82,91,83,85.0
378,female,group A,some high school,standard,none,single,sometimes,no,1.0,private,> 10,73,84,78,78.0
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,67,64,63,65.0
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,80,86,83,83.0
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0.0,private,< 5,84,98,93,92.0
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,> 10,40,50,47,46.0
385,female,group E,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,69,77,76,74.0
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,62,71,68,67.0
388,female,group D,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,62,64,64,63.0
389,male,group D,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,71,70,75,72.0
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,75,68,60,68.0
391,female,group D,some college,standard,none,single,sometimes,no,3.0,private,< 5,74,66,75,72.0
392,male,group E,some college,standard,none,married,sometimes,yes,3.0,school_bus,> 10,78,68,68,71.0
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4.0,private,> 10,60,55,58,58.0
396,female,group B,high school,free/reduced,none,married,never,no,5.0,school_bus,5 - 10,48,65,61,58.0
398,male,group B,some high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,73,62,57,64.0
399,male,group D,some high school,standard,none,single,never,no,4.0,private,< 5,56,57,51,55.0
400,female,group C,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,60,54,68,61.0
402,female,group A,some college,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,51,66,57,58.0
404,female,group C,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,55,59,63,59.0
406,male,group B,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,> 10,68,66,65,66.0
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,52,57,56,55.0
409,male,group D,associate's degree,standard,completed,widowed,never,no,5.0,school_bus,> 10,86,83,84,84.0
415,male,group E,high school,standard,none,single,regularly,no,3.0,private,5 - 10,86,74,70,77.0
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,68,72,66,69.0
418,male,group D,some college,standard,none,married,regularly,no,4.0,private,5 - 10,70,59,63,64.0
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,57,56,54,56.0
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0.0,private,> 10,47,59,68,58.0
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,88,84,88,87.0
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,71,72,66,70.0
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,70,63,55,63.0
432,male,group C,high school,standard,none,single,never,yes,4.0,school_bus,< 5,57,54,52,54.0
436,male,group D,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,77,69,65,70.0
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,73,69,67.0
444,male,group A,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,79,82,73,78.0
447,male,group C,high school,standard,completed,single,regularly,yes,2.0,school_bus,> 10,91,83,83,86.0
448,male,group B,high school,standard,none,widowed,regularly,yes,4.0,school_bus,5 - 10,48,46,43,46.0
450,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,64,85,85,78.0
452,female,group C,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,> 10,68,79,77,75.0
453,male,group C,some college,free/reduced,none,married,never,yes,3.0,private,> 10,64,57,48,56.0
455,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,37,56,47,47.0
456,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,79,89,89,86.0
460,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1.0,private,< 5,52,57,55,55.0
461,male,group B,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,54,54,45,51.0
462,female,group E,some college,standard,none,divorced,never,no,1.0,private,5 - 10,68,68,74,70.0
463,female,group C,some college,free/reduced,none,widowed,sometimes,yes,4.0,school_bus,5 - 10,77,90,91,86.0
467,male,group A,high school,free/reduced,completed,married,regularly,no,7.0,school_bus,> 10,76,69,67,71.0
468,female,group A,high school,free/reduced,completed,single,regularly,yes,3.0,private,5 - 10,79,89,87,85.0
470,female,group C,associate's degree,standard,completed,divorced,sometimes,no,1.0,private,5 - 10,83,85,90,86.0
472,female,group C,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,68,86,84,79.0
473,female,group D,some high school,standard,none,married,sometimes,no,5.0,private,> 10,57,66,60,61.0
476,male,group E,bachelor's degree,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,76,62,66,68.0
478,female,group D,master's degree,standard,none,single,never,yes,1.0,private,5 - 10,53,64,70,62.0
479,male,group E,associate's degree,standard,none,single,sometimes,yes,4.0,school_bus,> 10,78,72,68,73.0
480,male,group B,high school,standard,completed,married,sometimes,yes,1.0,private,5 - 10,73,71,68,71.0
483,male,group A,high school,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,59,52,46,52.0
484,female,group B,associate's degree,standard,none,single,regularly,no,3.0,school_bus,< 5,48,51,54,51.0
486,male,group D,some college,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,61,47,56,55.0
488,male,group B,some high school,standard,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,65,53,58,59.0
490,female,group A,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,64,84,76,75.0
492,female,group C,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,83,83,90,85.0
493,female,group C,bachelor's degree,standard,none,married,sometimes,yes,6.0,school_bus,< 5,78,86,88,84.0
494,female,group B,high school,standard,none,divorced,regularly,yes,2.0,school_bus,< 5,53,63,68,61.0
495,male,group D,high school,standard,completed,divorced,sometimes,yes,4.0,private,5 - 10,68,64,66,66.0
496,female,group C,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,53,47,52,51.0
499,male,group E,some college,standard,none,married,sometimes,yes,3.0,school_bus,< 5,73,69,70,71.0
500,female,group D,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,74,80,84,79.0
501,female,group B,associate's degree,standard,completed,married,sometimes,yes,0.0,private,< 5,91,85,90,89.0
